JournalName,ImpactFactor2020,Source,Type,Title,Publisher,ISSN,DoIsbyYear,BackFileDoIs,CurrentDoIs,TotalDoIs,Subjects,ImpactFactor,Journals_Metadata_Paths
Biochemia Medica,,SCI_Journals_2020,SCI,Biochemia Medica,Croatian Society for Medical Biochemistry and Laboratory Medicine,"['1846-7482', '1330-0962']","[[2017, 85], [2018, 65], [2020, 52], [2016, 48], [2015, 48], [2014, 44], [2010, 44], [2013, 43], [2011, 43], [2019, 42], [2012, 40], [2008, 33], [2021, 30], [2009, 28], [2007, 24], [2006, 18]]",563.0,124.0,687.0,"[{'name': 'Clinical Biochemistry', 'ASJC': 1308}, {'name': 'Biochemistry, medical', 'ASJC': 2704}]",35.231,Journals_Metadata/Biochemia Medica.json
Biochemistry and Biophysics Reports,,SCI_Journals_2020,SCI,Biochemistry and Biophysics Reports,Elsevier ,['2405-5808'],"[[2016, 218], [2020, 158], [2017, 149], [2021, 135], [2019, 120], [2015, 120], [2018, 90]]",577.0,413.0,990.0,[],35.231,Journals_Metadata/Biochemistry and Biophysics Reports.json
Biochemistry Research International,,SCI_Journals_2020,SCI,Biochemistry Research International,Hindawi Limited,"['2090-2255', '2090-2247']","[[2012, 77], [2016, 43], [2020, 30], [2011, 29], [2015, 25], [2014, 25], [2013, 24], [2017, 12], [2010, 11], [2019, 9], [2018, 8], [2021, 3]]",254.0,42.0,296.0,"[{'name': 'Biochemistry', 'ASJC': 1303}]",35.231,Journals_Metadata/Biochemistry Research International.json
Biochimie Open,,SCI_Journals_2020,SCI,Biochimie Open,Elsevier ,['2214-0085'],"[[2016, 20], [2017, 19], [2015, 9], [2018, 8], [2019, 1]]",56.0,1.0,57.0,"[{'name': 'Biochemistry', 'ASJC': 1303}]",35.231,Journals_Metadata/Biochimie Open.json
BioData Mining,,SCI_Journals_2020,SCI,BioData Mining,Springer (Biomed Central Ltd.),"['1756-0381', '1756-0381']","[[2015, 44], [2017, 41], [2016, 41], [2014, 33], [2021, 29], [2018, 27], [2011, 26], [2013, 25], [2019, 22], [2020, 21], [2012, 21], [2008, 12], [2010, 11], [2009, 9]]",290.0,72.0,362.0,"[{'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Genetics', 'ASJC': 1311}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Computational Theory and Mathematics', 'ASJC': 1703}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Computational Mathematics', 'ASJC': 2605}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Genetics', 'ASJC': 1311}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Computational Theory and Mathematics', 'ASJC': 1703}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Computational Mathematics', 'ASJC': 2605}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Genetics', 'ASJC': 1311}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Computational Theory and Mathematics', 'ASJC': 1703}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Computational Mathematics', 'ASJC': 2605}]",35.231,Journals_Metadata/BioData Mining.json
Biodiversitas,,SCI_Journals_2020,SCI,Biodiversitas Journal of Biological Diversity,UNS Solo,"['2085-4722', '1412-033X']","[[2020, 730], [2019, 499], [2018, 350], [1970, 282], [2021, 270], [2017, 228], [2008, 83], [2006, 68], [2016, 66], [2007, 63], [2011, 43], [2009, 42], [2014, 36], [2015, 35], [2010, 29], [2012, 19], [2005, 6], [2013, 3], [2000, 3], [2004, 2], [2003, 2], [2002, 2], [2001, 2]]",1364.0,1499.0,2863.0,"[{'name': 'Animal Science and Zoology', 'ASJC': 1103}, {'name': 'Plant Science', 'ASJC': 1110}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Animal Science and Zoology', 'ASJC': 1103}, {'name': 'Plant Science', 'ASJC': 1110}, {'name': 'Molecular Biology', 'ASJC': 1312}]",35.231,Journals_Metadata/Biodiversitas.json
Biodiversity Data Journal,,SCI_Journals_2020,SCI,Biodiversity Data Journal,Pensoft Publishers,"['1314-2828', '1314-2836']","[[2020, 203], [2016, 140], [2015, 116], [2019, 100], [2014, 93], [2021, 78], [2017, 73], [2018, 70], [2013, 37]]",529.0,381.0,910.0,[],35.231,Journals_Metadata/Biodiversity Data Journal.json
Bioengineered,,SCI_Journals_2020,SCI,Bioengineered,Landes Bioscience,"['2165-5987', '2165-5979']","[[2020, 131], [2021, 129], [2016, 121], [2013, 94], [2017, 73], [2019, 70], [2012, 68], [2015, 64], [2014, 59], [2018, 6]]",485.0,330.0,815.0,"[{'name': 'Biotechnology', 'ASJC': 1305}, {'name': 'Bioengineering', 'ASJC': 1502}, {'name': 'Applied Microbiology and Biotechnology', 'ASJC': 2402}, {'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/Bioengineered.json
Bioengineering,,SCI_Journals_2020,SCI,Journal of Bioengineering and Biomedical Sciences,OMICS Publishing Group,['2155-9538'],"[[2015, 49], [2016, 48], [2017, 33], [2013, 28], [2012, 28], [2011, 21], [2018, 16], [2014, 10]]",233.0,0.0,233.0,[],35.231,Journals_Metadata/Bioengineering.json
Biofuel Research Journal,,SCI_Journals_2020,SCI,Biofuel Research Journal,Greenwave Publishing of Canada,['2292-8782'],"[[2014, 30], [2015, 29], [2016, 28], [2017, 27], [2018, 23], [2020, 20], [2019, 20], [2021, 5]]",137.0,45.0,182.0,[],35.231,Journals_Metadata/Biofuel Research Journal.json
Biogeographia,,SCI_Journals_2020,SCI,Biogeographia – The Journal of Integrative Biogeography,UC Merced School of Natural Sciences,['1594-7629'],"[[1989, 54], [2011, 51], [1996, 48], [1983, 43], [1982, 42], [1976, 36], [1986, 35], [1979, 32], [2007, 31], [1994, 30], [1992, 30], [1990, 30], [1970, 30], [1971, 29], [1973, 27], [2003, 26], [1984, 23], [1987, 22], [1998, 21], [2005, 20], [2006, 18], [2000, 18], [2002, 17], [2001, 17], [2019, 16], [2004, 16], [2008, 14], [1999, 14], [1974, 11], [2021, 8], [1991, 7], [1988, 7], [2017, 6], [2018, 4]]",809.0,24.0,833.0,[],35.231,Journals_Metadata/Biogeographia.json
Biogeosciences,,SCI_Journals_2020,SCI,Journal of Geophysical Research Biogeosciences,American Geophysical Union,"['2169-8961', '2169-8953']","[[2019, 265], [2020, 264], [2018, 260], [2017, 236], [2016, 223], [2015, 192], [2014, 172], [2013, 146], [2021, 141]]",1229.0,670.0,1899.0,[],35.231,Journals_Metadata/Biogeosciences.json
BioImpacts,,SCI_Journals_2020,SCI,Bioimpacts,Maad Rayan Publishing Company,"['2228-5660', '2228-5652']","[[2017, 83], [2019, 41], [2016, 36], [2020, 31], [2018, 30], [2015, 3], [2021, 2], [2014, 1]]",153.0,74.0,227.0,"[{'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Pharmaceutical Science', 'ASJC': 3003}, {'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Pharmaceutical Science', 'ASJC': 3003}]",35.231,Journals_Metadata/BioImpacts.json
Bioinformatics and Biology Insights,,SCI_Journals_2020,SCI,Bioinformatics and Biology Insights,"""Libertas Academica, Ltd.""","['1177-9322', '1177-9322']","[[2015, 42], [2008, 31], [2019, 26], [2016, 24], [2013, 24], [2012, 23], [2020, 19], [2014, 18], [2017, 17], [2009, 16], [2010, 12], [2021, 10], [2007, 10], [2018, 8], [2011, 7]]",232.0,55.0,287.0,"[{'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Computational Mathematics', 'ASJC': 2605}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Computational Mathematics', 'ASJC': 2605}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Molecular Biology', 'ASJC': 1312}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Computational Mathematics', 'ASJC': 2605}]",35.231,Journals_Metadata/Bioinformatics and Biology Insights.json
Bioinorganic Chemistry and Applications,,SCI_Journals_2020,SCI,Bioinorganic Chemistry and Applications,Hindawi Limited,"['1687-479X', '1565-3633']","[[2010, 57], [2014, 52], [2018, 46], [2012, 33], [2013, 30], [2016, 26], [2003, 26], [2015, 25], [2007, 25], [2011, 24], [2006, 24], [2017, 23], [2005, 23], [2020, 20], [2008, 20], [2004, 20], [2009, 19], [2021, 14], [2019, 11]]",473.0,45.0,518.0,"[{'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Inorganic Chemistry', 'ASJC': 1604}, {'name': 'Organic Chemistry', 'ASJC': 1605}]",35.231,Journals_Metadata/Bioinorganic Chemistry and Applications.json
Biointerface Research in Applied Chemistry,,SCI_Journals_2020,SCI,Biointerface Research in Applied Chemistry,AMG Transcend Association,['2069-5837'],"[[2020, 653], [2019, 170], [2021, 133], [2011, 36], [2018, 1]]",37.0,956.0,993.0,[],35.231,Journals_Metadata/Biointerface Research in Applied Chemistry.json
BioInvasions Records,,SCI_Journals_2020,SCI,BioInvasions Records,Regional Euro-Asian Biological Invasions Centre Oy - REABIC,['2242-1300'],"[[2019, 108], [2020, 95], [2018, 71], [2017, 64], [2013, 59], [2015, 53], [2021, 52], [2016, 50], [2014, 50], [2012, 50]]",397.0,255.0,652.0,[],35.231,Journals_Metadata/BioInvasions Records.json
BioLaw Journal,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/BioLaw Journal.json
Biologia Plantarum,,SCI_Journals_2020,SCI,Biologia Plantarum,Institute of Experimental Botany,"['1573-8264', '0006-3134']","[[2003, 267], [1997, 237], [2007, 164], [2006, 161], [2008, 157], [2001, 155], [2000, 153], [2009, 147], [2010, 146], [2005, 140], [1994, 138], [2002, 137], [2011, 136], [2004, 133], [2012, 130], [1996, 121], [1981, 121], [1976, 121], [1995, 120], [1987, 120], [1999, 119], [1993, 118], [2013, 117], [1982, 117], [1998, 115], [1977, 114], [1978, 111], [1986, 110], [1988, 108], [1992, 107], [1983, 107], [1975, 105], [1980, 104], [1985, 103], [1984, 103], [2014, 102], [1979, 99], [2015, 98], [2020, 97], [1974, 96], [2016, 91], [2019, 90], [2017, 90], [2018, 89], [1991, 89], [1990, 89], [1973, 86], [1972, 75], [1989, 71], [1970, 63], [1969, 63], [1967, 62], [1968, 60], [1965, 60], [1966, 59], [1971, 57], [1964, 51], [1963, 42], [1962, 40], [1959, 40], [1961, 39], [1960, 37], [2021, 13]]",6410.0,200.0,6610.0,"[{'name': 'Horticulture', 'ASJC': 1108}, {'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Biologia Plantarum.json
Biological Letters,,SCI_Journals_2020,SCI,Biological Letters,De Gruyter Open Sp. z o.o. ,"['1644-7700', '1644-7700']","[[2011, 22], [2012, 16], [2009, 13], [2013, 11], [2010, 10]]",72.0,0.0,72.0,"[{'name': 'General Agricultural and Biological Sciences', 'ASJC': 1100}, {'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}]",35.231,Journals_Metadata/Biological Letters.json
Biological Procedures Online,,SCI_Journals_2020,SCI,Biological Procedures Online,Springer (Biomed Central Ltd.),"['1480-9222', '1480-9222']","[[2004, 32], [2003, 26], [2020, 25], [2019, 24], [2018, 23], [2009, 23], [2016, 19], [2015, 16], [2017, 15], [2005, 15], [2006, 14], [2013, 13], [2002, 13], [1998, 13], [2014, 11], [2011, 11], [2012, 10], [2001, 10], [2021, 9], [2010, 9], [2008, 8], [2007, 5], [1999, 5]]",291.0,58.0,349.0,"[{'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}]",35.231,Journals_Metadata/Biological Procedures Online.json
Biological Research,,SCI_Journals_2020,SCI,The Human Voyage Undergraduate Research in Biological Anthropology,ANU Press,"['2208-1992', '2208-1984']","[[2017, 10]]",10.0,0.0,10.0,[],35.231,Journals_Metadata/Biological Research.json
Biologics: Targets and Therapy,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Biologics: Targets and Therapy.json
Biology,,SCI_Journals_2020,SCI,Biology Medicine & Natural Product Chemistry,Al-Jami'ah Research Centre,['2089-6514'],"[[2020, 14], [2015, 13], [2019, 10], [2018, 10], [2017, 10], [2016, 10], [2014, 6]]",49.0,24.0,73.0,[],35.231,Journals_Metadata/Biology.json
Biology Direct,,SCI_Journals_2020,SCI,Biology Direct,Springer (Biomed Central Ltd.),"['1745-6150', '1745-6150']","[[2015, 70], [2016, 69], [2010, 68], [2011, 65], [2008, 54], [2009, 51], [2012, 49], [2007, 39], [2006, 39], [2014, 33], [2013, 32], [2017, 31], [2020, 29], [2018, 27], [2019, 24], [2021, 8]]",627.0,61.0,688.0,"[{'name': 'General Agricultural and Biological Sciences', 'ASJC': 1100}, {'name': 'Ecology, Evolution, Behavior and Systematics', 'ASJC': 1105}, {'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'Immunology', 'ASJC': 2403}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Modelling and Simulation', 'ASJC': 2611}, {'name': 'General Agricultural and Biological Sciences', 'ASJC': 1100}, {'name': 'Ecology, Evolution, Behavior and Systematics', 'ASJC': 1105}, {'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'Immunology', 'ASJC': 2403}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Modelling and Simulation', 'ASJC': 2611}, {'name': 'General Agricultural and Biological Sciences', 'ASJC': 1100}, {'name': 'Ecology, Evolution, Behavior and Systematics', 'ASJC': 1105}, {'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'Immunology', 'ASJC': 2403}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Modelling and Simulation', 'ASJC': 2611}]",35.231,Journals_Metadata/Biology Direct.json
Biology of Sex Differences,,SCI_Journals_2020,SCI,Biology of Sex Differences,Springer (Biomed Central Ltd.),"['2042-6410', '2042-6410']","[[2016, 68], [2020, 67], [2019, 62], [2018, 54], [2017, 38], [2021, 36], [2015, 35], [2012, 29], [2013, 21], [2014, 18], [2011, 14], [2010, 8]]",285.0,165.0,450.0,[],35.231,Journals_Metadata/Biology of Sex Differences.json
Biology of Sport,,SCI_Journals_2020,SCI,Biology of Sport,Termedia Sp. z.o.o.,"['2083-1862', '0860-021X']","[[2021, 74], [2014, 68], [2017, 62], [2020, 59], [2013, 54], [2016, 48], [2012, 48], [2010, 48], [2019, 46], [2011, 46], [2018, 40], [2009, 31], [2015, 28], [2022, 13]]",473.0,192.0,665.0,"[{'name': 'Orthopedics and Sports Medicine', 'ASJC': 2732}, {'name': 'Physiology (medical)', 'ASJC': 2737}, {'name': 'Physical Therapy, Sports Therapy and Rehabilitation', 'ASJC': 3612}]",35.231,Journals_Metadata/Biology of Sport.json
Biology Open,,SCI_Journals_2020,SCI,Open Journal of Cell Biology,"""Scientific Research Publishing, Inc.""","['2165-3909', '2165-3895']","[[2012, 3], [2011, 2]]",5.0,0.0,5.0,[],35.231,Journals_Metadata/Biology Open.json
Biomarker Insights,,SCI_Journals_2020,SCI,Biomarker Insights,"""Libertas Academica, Ltd.""","['1177-2719', '1177-2719']","[[2015, 47], [2008, 42], [2007, 42], [2018, 22], [2016, 20], [2006, 20], [2017, 19], [2010, 19], [2020, 18], [2019, 17], [2009, 17], [2012, 16], [2011, 16], [2013, 15], [2014, 13], [2021, 7]]",308.0,42.0,350.0,"[{'name': 'Molecular Medicine', 'ASJC': 1313}, {'name': 'Biochemistry, medical', 'ASJC': 2704}, {'name': 'Pharmacology', 'ASJC': 3004}]",35.231,Journals_Metadata/Biomarker Insights.json
Biomarker Research,,SCI_Journals_2020,SCI,Biomarker Research,Springer (Biomed Central Ltd.),"['2050-7771', '2050-7771']","[[2020, 73], [2018, 37], [2017, 34], [2013, 33], [2019, 28], [2015, 28], [2016, 26], [2014, 26], [2021, 21]]",184.0,122.0,306.0,[],35.231,Journals_Metadata/Biomarker Research.json
Biomaterials Research,,SCI_Journals_2020,SCI,World Research Journal of Biomaterials,Bioinfo Publications,"['2278-7054', '2278-7046']",[],0.0,0.0,0.0,[],35.231,Journals_Metadata/Biomaterials Research.json
Biomath,,SCI_Journals_2020,SCI,Biomath Communications,Biomath Forum,"['2367-5241', '2367-5233']","[[2018, 11], [2019, 10], [2017, 9], [2016, 8], [2020, 6], [2015, 6], [2021, 1], [2014, 1]]",35.0,17.0,52.0,[],35.231,Journals_Metadata/Biomath.json
BioMed Research International,,SCI_Journals_2020,SCI,BioMed Research International,Hindawi Limited,"['2314-6141', '2314-6133']","[[2014, 3698], [2015, 3425], [2020, 2506], [2018, 2176], [2013, 2120], [2017, 2049], [2016, 1852], [2019, 1849], [2021, 863]]",15320.0,5218.0,20538.0,"[{'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'General Immunology and Microbiology', 'ASJC': 2400}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'General Immunology and Microbiology', 'ASJC': 2400}, {'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/BioMed Research International.json
Biomedica,,SCI_Journals_2020,SCI,Acta Biomedica Scientia,Marwah Infotech,"['2348-2168', '2348-215X']",[],0.0,0.0,0.0,[],35.231,Journals_Metadata/Biomedica.json
Biomedical and Pharmacology Journal,,SCI_Journals_2020,SCI,Biomedical & Pharmacology Journal,Oriental Scientific Publishing Company,"['2456-2610', '0974-6242']","[[2015, 350], [2018, 271], [2017, 269], [2019, 250], [2020, 245], [2016, 168], [2014, 103], [2013, 68], [2012, 63], [2021, 61], [2011, 60]]",1352.0,556.0,1908.0,"[{'name': 'Pharmacology', 'ASJC': 3004}]",35.231,Journals_Metadata/Biomedical and Pharmacology Journal.json
BioMedical Engineering Online,,SCI_Journals_2020,SCI,International Journal of Online and Biomedical Engineering (iJOE),International Association of Online Engineering,['2626-8493'],"[[2013, 204], [2020, 154], [2019, 141], [2015, 106], [2012, 81], [2014, 68], [2011, 58], [2009, 56], [2010, 53], [2021, 40], [2018, 14]]",640.0,335.0,975.0,[],35.231,Journals_Metadata/BioMedical Engineering Online.json
Biomedical Glasses,,SCI_Journals_2020,SCI,Biomedical glasses,Walter de Gruyter GmbH,['2299-3932'],"[[2019, 17], [2015, 17], [2016, 14], [2017, 12], [2018, 11], [2020, 7]]",54.0,24.0,78.0,[],35.231,Journals_Metadata/Biomedical Glasses.json
Biomedical Human Kinetics,,SCI_Journals_2020,SCI,Biomedical Human Kinetics,De Gruyter Open Sp. z o.o. ,"['2080-2234', '2080-2234']","[[2020, 30], [2019, 27], [2014, 27], [2018, 25], [2017, 25], [2015, 25], [2011, 25], [2010, 25], [2016, 24], [2012, 24], [2009, 23], [2021, 15], [2013, 15]]",238.0,72.0,310.0,[],35.231,Journals_Metadata/Biomedical Human Kinetics.json
Biomedical Journal,,SCI_Journals_2020,SCI,International Journal of Biomedical Data Mining,OMICS Publishing Group,"['2090-4924', '2090-4916']","[[2017, 8], [2014, 8], [2016, 7], [2018, 5], [2015, 5], [2011, 3], [2013, 2], [2000, 1]]",39.0,0.0,39.0,[],35.231,Journals_Metadata/Biomedical Journal.json
Biomedical Optics Express,,SCI_Journals_2020,SCI,Biomedical Optics Express,The Optical Society,"['2156-7085', '2156-7085']","[[2020, 519], [2019, 483], [2018, 475], [2016, 435], [2017, 418], [2015, 412], [2014, 347], [2011, 295], [2012, 283], [2013, 265], [2021, 210], [2010, 156]]",3086.0,1212.0,4298.0,"[{'name': 'Biotechnology', 'ASJC': 1305}, {'name': 'Atomic and Molecular Physics, and Optics', 'ASJC': 3107}]",35.231,Journals_Metadata/Biomedical Optics Express.json
"Biomedical papers of the Medical Faculty of the University Palacký, Olomouc, Czechoslovakia",,SCI_Journals_2020,SCI,,,,,,,,,35.231,"Journals_Metadata/Biomedical papers of the Medical Faculty of the University Palacký, Olomouc, Czechoslovakia.json"
Biomedical Photonics,,SCI_Journals_2020,SCI,Journal of Biomedical Photonics & Engineering,Samara National Research University,['2411-2844'],"[[2017, 45], [2016, 29], [2020, 28], [2015, 26], [2019, 22], [2018, 22]]",122.0,50.0,172.0,[],35.231,Journals_Metadata/Biomedical Photonics.json
Biomedical Research,,SCI_Journals_2020,SCI,Journal Biomedical and Biopharmaceutical Research,ALIES,"['2182-2379', '2182-2379']","[[2020, 30], [2016, 30], [2014, 28], [2019, 27], [2018, 27], [2017, 25], [2015, 25], [2013, 25], [2011, 22], [2012, 19], [2021, 6]]",201.0,63.0,264.0,[],35.231,Journals_Metadata/Biomedical Research.json
Biomedical Research and Therapy,,SCI_Journals_2020,SCI,Biomedical Research and Therapy,Biomedical Research and Therapy,"['2198-4093', '2198-4093']","[[2017, 206], [2018, 105], [2020, 75], [2019, 70], [2016, 65], [2015, 32], [2014, 25], [2021, 14]]",433.0,159.0,592.0,[],35.231,Journals_Metadata/Biomedical Research and Therapy.json
BioMedicine (Netherlands),,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/BioMedicine (Netherlands).json
Biomedicines,,SCI_Journals_2020,SCI,Biomedicines,MDPI AG,['2227-9059'],"[[2020, 660], [2021, 539], [2018, 117], [2019, 100], [2017, 74], [2016, 27], [2014, 22], [2015, 19], [2013, 4]]",263.0,1299.0,1562.0,[],35.231,Journals_Metadata/Biomedicines.json
Biomolecular Concepts,,SCI_Journals_2020,SCI,BioMolecular Concepts,Walter de Gruyter GmbH,"['1868-503X', '1868-5021']","[[2012, 59], [2013, 55], [2011, 51], [2014, 46], [2010, 42], [2015, 38], [2016, 33], [2019, 25], [2017, 25], [2020, 21], [2018, 20], [2021, 3]]",369.0,49.0,418.0,"[{'name': 'General Biochemistry, Genetics and Molecular Biology', 'ASJC': 1300}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Cellular and Molecular Neuroscience', 'ASJC': 2804}]",35.231,Journals_Metadata/Biomolecular Concepts.json
